0.674995699																		
0.589645178	1.189067034																	
0.462499504	0.605460903	3.573373315																
1.065445546	0.31444833	0.589852457	0.246951424															
1.111766964	2.967840934	2.299755865	1.686058219	0.245163782														
1.046334652	1.201770702	1.277836748	4.399995525	0.091071867	4.15967899													
1.587964372	0.523770553	1.374854049	0.734992057	0.31706632	0.596789898	0.463812837												
0.580830874	1.457127446	2.283037894	0.839348444	0.411543728	1.812173605	0.877842609	0.476331437											
0.464590585	0.35964586	0.426069419	0.266775558	0.417547309	0.315256838	0.30421529	0.180198883	0.285186418										
0.804404505	0.520701585	0.41009447	0.269124919	0.450795211	0.625792937	0.32078471	0.259854426	0.363981358	4.162454693									
0.831998835	4.956476453	2.037575629	1.114178954	0.274163536	3.521346591	2.415974716	0.581001076	0.985885486	0.374784947	0.498011337								
1.546725076	0.81346254	0.737846301	0.341932741	0.618614612	2.067388546	0.531773639	0.465349326	0.380925433	3.65807012	5.002338375	0.661095832							
0.546169219	0.303437244	0.425193716	0.219005213	0.669206193	0.406042546	0.224154698	0.35402891	0.576231691	1.495264661	2.392638293	0.269496317	2.306919847						
1.241586045	0.65577338	0.711495595	0.775624818	0.198679914	0.850116543	0.794584081	0.588254139	0.456058589	0.366232942	0.430073179	1.036079005	0.337502282	0.481144863					
3.452308792	0.910144334	2.572577221	1.440896785	0.99870098	1.348272505	1.205509425	1.402122097	0.799966711	0.530641901	0.402471997	1.234648153	0.945453716	0.613230817	1.217683028				
1.751412803	0.89517149	1.823161023	0.994227284	0.847312432	1.320626678	0.949599791	0.542185658	0.83039281	1.114132523	0.779827336	1.290709079	1.551488041	0.718895136	0.780913179	4.448982584			
0.35011051	0.618778365	0.422407388	0.362495245	0.445669347	0.72038474	0.261258229	0.37874827	0.72436751	0.516260502	0.794797115	0.43340962	0.768395107	3.29519344	0.499869138	0.496334956	0.38372361		
0.573154753	0.628599063	0.720013799	0.436220437	0.55626163	0.728970584	0.50720003	0.284727562	2.210952064	0.570562395	0.811019594	0.664884513	0.93253606	5.894735673	0.433748126	0.593795813	0.523549536	2.996248013	
2.063050067	0.388680158	0.474418852	0.275658381	0.998911631	0.634408285	0.527640634	0.314700907	0.305792277	8.002789424	2.113077156	0.526184203	1.737356217	0.983844803	0.551333603	0.507506011	1.89965079	0.429570747	0.716795463
0.075559	0.053764	0.037684	0.044693	0.028483	0.033893	0.053472	0.078036	0.03004	0.059869	0.095793	0.051997	0.021908	0.045001	0.042029	0.068212	0.056413	0.015725	0.035974	0.071456
